precision_mean,recall_mean,f1_mean,mAP50,mAP50_95,mAP75,mAP_small,mAP_medium,mAP_large,AR_1,AR_10,AR_100,AR_small,AR_medium,AR_large,total_images,total_inference_time_seconds,avg_seconds_per_image,avg_ms_per_image,fps,fps_from_forward_time,avg_inference_time_seconds_per_image,avg_inference_time_ms_per_image,model_size_mb,weights,data,split,images,annotations,threshold,category_id_offset
0.07441796938211015,0.18228667846233743,0.10568881062719877,0.1603956346648852,0.07441796938211015,0.06436290753513456,0.012444829309538996,0.08283362774106036,0.164494177237742,0.09905424725831606,0.15932248743271032,0.18228667846233743,0.05718480949146439,0.20304544356419846,0.320366363960114,750,1217.6481467998237,1.623530862399765,1623.530862399765,0.6159414786374219,0.6159414786374219,1.623530862399765,1623.530862399765,155.81418418884277,models/deformable_detr/best,configs/dataset.yaml,test,data\processed\test\images,data/processed/annotations/test.json,0.001,0
