precision_mean,recall_mean,mAP50,mAP50_95,f1_mean,speed_preprocess_ms_per_image,speed_inference_ms_per_image,speed_loss_ms_per_image,speed_postprocess_ms_per_image,avg_ms_per_image,avg_seconds_per_image,fps,fps_from_ultralytics_inference_time,weights,data_yaml,split,imgsz,batch,device,num_classes,model_size_mb
0.4491760755693168,0.3827931041200332,0.3763536433136381,0.24055497416681462,0.41333623519043056,0.6845431999536231,42.0078582666271,9.253339764351645e-05,1.0146865333469275,42.0078582666271,0.042007858266627104,23.805069843192747,23.805069843192747,models\yolov8\best.pt,configs\dataset.yaml,test,640,16,cpu,8,5.944803237915039
