precision_mean,recall_mean,mAP50,mAP50_95,mAP75,mAP_small,mAP_medium,mAP_large,AR_1,AR_10,AR_100,AR_small,AR_medium,AR_large,f1_mean,total_images,total_inference_time_seconds,avg_seconds_per_image,avg_ms_per_image,fps,fps_from_forward_time,model_size_mb,weights,data_yaml,annotations,split,batch,device,num_classes,conf,category_id_offset
0.3726721312472851,0.471755296349173,0.6062151546921308,0.3726721312472851,0.3862273898379639,0.194115444012469,0.42365446367128684,0.55809700538164,0.28668523061729256,0.46315537039022947,0.471755296349173,0.25518465710045724,0.5406099591668726,0.6699718915343915,0.41640061886208285,750,2023.1359637000278,2.6975146182667036,2697.5146182667036,0.3707116147687656,0.3707116147687656,158.16843605041504,models\faster_rcnn\best.pth,configs\dataset.yaml,C:\Users\Lenovo\Documents\SL\Object-Detection\data\processed\annotations\test.json,test,4,cpu,8,0.001,-1
